hour_of_day,day_of_week,is_weekend,is_night,location_type,incident_count_7d,incident_count_30d,lighting_score,crowd_density,safety_label
4,6,1,1,0,3,3,0.8989,0.9787,2
21,5,1,1,2,0,8,0.1209,0.0619,2
17,6,1,0,4,14,22,0.0975,0.9738,1
18,5,1,0,0,9,12,0.535,0.0688,2
4,2,0,1,1,6,20,0.6249,0.3175,1
16,5,1,0,0,17,20,0.511,0.2507,1
20,0,0,1,0,6,18,0.929,0.2596,2
4,3,0,1,1,8,9,0.2628,0.9947,1
18,0,0,0,2,14,23,0.9902,0.4584,2
8,5,1,0,3,19,30,0.0193,0.1195,1
18,6,1,0,3,17,24,0.1185,0.9823,1
11,4,0,0,3,13,14,0.1857,0.2427,1
19,5,1,0,3,2,3,0.0796,0.0725,1
3,1,0,1,1,2,11,0.4382,0.0242,2
9,6,1,0,4,13,25,0.8654,0.4632,2
6,3,0,0,0,10,18,0.8208,0.9183,3
5,4,0,0,3,2,3,0.7448,0.017,2
7,5,1,0,0,13,24,0.0074,0.7252,2
9,4,0,0,3,18,24,0.8657,0.2604,1
3,2,0,1,0,1,2,0.3965,0.2191,2
16,4,0,0,1,16,21,0.7316,0.7038,2
13,4,0,0,1,6,9,0.7269,0.7479,3
19,6,1,0,3,7,21,0.1775,0.559,1
16,3,0,0,0,14,27,0.5154,0.2023,1
3,3,0,1,1,4,5,0.9262,0.0063,2
1,3,0,1,1,3,11,0.263,0.7373,2
10,0,0,0,3,19,19,0.715,0.5996,1
11,0,0,0,4,6,12,0.9581,0.4225,3
5,0,0,0,3,3,5,0.3606,0.2136,2
18,4,0,0,2,13,24,0.3876,0.7619,2
13,2,0,0,1,4,5,0.4526,0.0709,2
17,6,1,0,4,15,28,0.809,0.6427,2
2,4,0,1,0,1,4,0.4393,0.6884,2
19,0,0,0,0,10,13,0.4862,0.2233,2
4,0,0,1,1,8,21,0.2223,0.4833,1
10,2,0,0,1,19,32,0.9883,0.5202,2
10,6,1,0,2,10,11,0.8924,0.5913,2
19,0,0,0,4,18,19,0.6003,0.9012,2
6,1,0,0,3,4,16,0.9606,0.5464,2
5,0,0,0,1,9,23,0.687,0.0673,2
8,2,0,0,1,16,23,0.9591,0.345,1
8,6,1,0,3,3,5,0.1615,0.6283,2
4,4,0,1,1,18,20,0.2255,0.3331,1
4,3,0,1,4,15,18,0.8852,0.7679,1
5,1,0,0,2,13,23,0.4199,0.1899,1
11,2,0,0,2,4,5,0.3712,0.143,2
8,3,0,0,4,16,25,0.7543,0.231,2
9,1,0,0,1,16,28,0.6303,0.8761,2
17,4,0,0,2,5,7,0.3441,0.6809,2
5,6,1,0,2,11,25,0.3979,0.52,1
21,1,0,1,1,1,15,0.4084,0.3003,2
18,1,0,0,0,7,11,0.1263,0.9186,2
4,0,0,1,1,3,4,0.2296,0.8888,2
7,5,1,0,0,11,15,0.5375,0.3994,2
4,3,0,1,3,10,13,0.2345,0.7527,1
6,1,0,0,0,10,14,0.419,0.9136,2
8,1,0,0,1,13,26,0.3834,0.3134,2
3,0,0,1,4,18,20,0.6505,0.3287,1
0,3,0,1,2,3,7,0.1573,0.5458,1
10,4,0,0,3,4,15,0.3808,0.4084,2
16,1,0,0,3,4,4,0.2081,0.7615,1
7,0,0,0,1,18,18,0.6516,0.5369,2
20,3,0,1,3,1,5,0.0337,0.2119,1
8,4,0,0,1,0,14,0.4478,0.3564,3
21,2,0,1,3,3,15,0.1789,0.6712,1
5,1,0,0,3,15,28,0.8337,0.0534,1
12,1,0,0,4,11,23,0.7246,0.3422,2
18,5,1,0,4,18,19,0.9429,0.0161,2
1,6,1,1,0,4,10,0.6799,0.8209,2
22,5,1,1,1,7,14,0.3492,0.1172,1
8,3,0,0,2,11,13,0.2317,0.0772,1
11,5,1,0,1,1,15,0.0566,0.7866,2
15,2,0,0,3,18,27,0.2776,0.0895,1
15,0,0,0,4,16,28,0.1368,0.6843,1
0,2,0,1,1,2,5,0.3692,0.3799,2
20,4,0,1,4,16,26,0.7026,0.8217,1
14,4,0,0,4,8,9,0.692,0.1829,2
23,6,1,1,4,6,6,0.3182,0.0844,2
11,6,1,0,0,18,27,0.5086,0.2284,1
14,1,0,0,1,10,11,0.2168,0.9321,2
10,0,0,0,0,4,8,0.503,0.8291,3
21,1,0,1,0,16,27,0.5101,0.2858,1
19,6,1,0,0,14,21,0.3013,0.2061,1
21,5,1,1,2,3,8,0.2595,0.1568,1
12,0,0,0,0,13,17,0.9796,0.2212,2
18,1,0,0,1,12,22,0.5371,0.205,2
8,3,0,0,4,5,19,0.5621,0.8882,3
11,4,0,0,4,8,19,0.0078,0.02,2
18,6,1,0,4,16,21,0.1818,0.8801,1
1,5,1,1,0,3,9,0.3566,0.0414,2
17,1,0,0,3,14,15,0.966,0.8268,1
0,0,0,1,3,16,18,0.0526,0.4257,1
13,4,0,0,0,18,22,0.3033,0.0772,1
11,3,0,0,4,6,11,0.9902,0.799,3
11,6,1,0,2,5,19,0.4811,0.2564,2
11,4,0,0,4,18,31,0.3184,0.878,2
11,3,0,0,0,9,10,0.6344,0.7523,2
9,2,0,0,3,11,15,0.4963,0.9818,1
10,0,0,0,0,10,10,0.9574,0.8319,3
13,6,1,0,4,10,10,0.0832,0.241,2
18,5,1,0,3,12,17,0.7905,0.4092,1
13,1,0,0,0,8,22,0.2791,0.6966,2
15,4,0,0,1,7,9,0.8067,0.3161,3
20,2,0,1,1,8,18,0.8477,0.5465,1
23,3,0,1,0,13,18,0.8492,0.2376,1
2,5,1,1,0,16,24,0.8667,0.663,1
17,5,1,0,4,11,24,0.7181,0.3421,2
5,1,0,0,4,13,25,0.1424,0.0552,1
4,2,0,1,2,8,20,0.0519,0.9678,1
19,5,1,0,4,15,21,0.3408,0.8439,2
1,6,1,1,3,7,7,0.1485,0.3037,1
20,0,0,1,0,8,22,0.3026,0.1296,1
18,5,1,0,3,1,15,0.7422,0.7352,2
23,3,0,1,0,5,17,0.7224,0.2207,2
16,4,0,0,4,14,21,0.9719,0.6055,2
20,0,0,1,1,1,5,0.4006,0.7791,2
2,4,0,1,0,4,6,0.7857,0.2724,2
21,4,0,1,1,15,20,0.7412,0.2846,1
3,4,0,1,3,17,22,0.2966,0.0616,1
7,5,1,0,4,8,12,0.7736,0.3198,2
3,6,1,1,2,8,22,0.2836,0.5975,1
9,5,1,0,0,10,19,0.0153,0.1558,2
17,5,1,0,4,15,18,0.9682,0.9531,2
6,6,1,0,3,9,18,0.7161,0.7224,1
19,4,0,0,2,3,13,0.8126,0.2039,3
14,4,0,0,2,8,15,0.7932,0.5306,2
15,3,0,0,4,5,19,0.7358,0.3914,3
22,5,1,1,1,13,27,0.7515,0.3824,1
10,0,0,0,0,2,8,0.9295,0.56,3
8,3,0,0,0,12,19,0.9141,0.1082,2
23,2,0,1,3,2,5,0.1138,0.2153,1
13,6,1,0,4,19,30,0.031,0.1497,1
14,0,0,0,3,12,25,0.0387,0.174,1
7,4,0,0,3,2,11,0.4466,0.6552,2
5,1,0,0,1,19,22,0.835,0.9962,2
4,6,1,1,2,11,18,0.8476,0.6511,1
5,5,1,0,0,12,23,0.4044,0.9847,2
4,1,0,1,1,1,1,0.3016,0.577,2
17,6,1,0,3,3,11,0.5066,0.2833,2
1,3,0,1,4,16,25,0.8325,0.8723,2
15,6,1,0,4,9,17,0.6365,0.0672,2
22,5,1,1,4,12,21,0.1398,0.1024,1
18,0,0,0,0,19,32,0.3622,0.9476,2
9,1,0,0,4,8,9,0.5554,0.6502,2
1,2,0,1,1,7,15,0.5383,0.929,2
20,1,0,1,3,16,27,0.2492,0.1329,1
0,0,0,1,4,1,13,0.9322,0.7683,2
16,6,1,0,4,9,16,0.1005,0.2348,1
16,6,1,0,3,17,31,0.2244,0.3434,1
4,3,0,1,1,4,8,0.3922,0.899,2
17,1,0,0,2,6,12,0.2964,0.4113,2
4,1,0,1,3,9,21,0.1225,0.6705,1
5,6,1,0,2,1,7,0.0407,0.8873,3
19,2,0,0,2,1,6,0.066,0.8709,2
23,0,0,1,2,5,13,0.8384,0.0089,1
6,2,0,0,2,17,26,0.1026,0.1582,1
22,3,0,1,0,4,18,0.8241,0.9186,3
21,4,0,1,4,14,23,0.3065,0.5624,1
18,2,0,0,0,8,10,0.3092,0.4802,2
3,6,1,1,4,15,15,0.1007,0.0653,1
7,4,0,0,0,6,20,0.0133,0.0251,2
16,6,1,0,2,17,23,0.3553,0.9534,1
23,2,0,1,2,7,10,0.8354,0.4739,1
19,4,0,0,2,15,18,0.92,0.7864,2
10,2,0,0,2,16,17,0.0616,0.22,1
5,4,0,0,4,8,10,0.0309,0.2371,2
23,5,1,1,0,13,24,0.1588,0.5603,1
6,2,0,0,4,2,11,0.7663,0.876,3
8,6,1,0,3,9,17,0.2049,0.2886,1
23,6,1,1,3,7,7,0.0692,0.3288,1
13,6,1,0,0,19,29,0.8889,0.5506,1
6,1,0,0,0,18,32,0.8749,0.04,2
0,5,1,1,1,15,28,0.6703,0.3788,1
10,0,0,0,1,18,23,0.164,0.5563,1
23,0,0,1,3,19,28,0.1143,0.0048,1
10,6,1,0,4,15,19,0.2362,0.638,1
16,1,0,0,2,11,24,0.6718,0.051,1
6,6,1,0,3,4,17,0.7799,0.72,2
18,3,0,0,0,16,19,0.1421,0.8017,1
18,2,0,0,3,3,10,0.898,0.8388,2
14,0,0,0,0,3,6,0.4628,0.6734,3
18,4,0,0,3,17,26,0.795,0.5616,1
13,5,1,0,1,2,6,0.0516,0.3076,3
9,3,0,0,2,2,12,0.3606,0.4246,3
17,5,1,0,1,10,24,0.0148,0.0871,2
20,2,0,1,2,11,24,0.7185,0.7071,1
20,3,0,1,4,0,2,0.0795,0.0247,2
5,2,0,0,4,7,8,0.3383,0.4134,3
16,4,0,0,1,4,16,0.7817,0.5062,3
0,0,0,1,1,6,7,0.749,0.6501,2
13,3,0,0,2,3,9,0.6403,0.3432,2
13,3,0,0,3,13,27,0.694,0.4428,1
8,3,0,0,0,9,15,0.6512,0.5874,3
23,3,0,1,3,19,19,0.1924,0.9232,1
21,4,0,1,4,0,14,0.3497,0.672,2
0,3,0,1,4,15,25,0.0282,0.2544,1
5,1,0,0,2,18,22,0.4418,0.8473,1
4,1,0,1,1,9,18,0.0455,0.0551,1
21,4,0,1,1,13,22,0.4689,0.2723,1
12,6,1,0,3,8,16,0.4641,0.1082,1
17,5,1,0,2,11,25,0.1787,0.447,1
19,4,0,0,0,18,29,0.7843,0.6369,2
18,6,1,0,3,10,13,0.7042,0.531,1
2,6,1,1,0,11,25,0.5595,0.8113,1
3,3,0,1,4,19,33,0.9259,0.5675,1
9,0,0,0,2,9,9,0.2872,0.2327,2
8,4,0,0,1,3,7,0.262,0.5364,3
17,4,0,0,0,13,22,0.1834,0.7355,2
3,1,0,1,0,13,26,0.5444,0.503,1
8,5,1,0,4,4,14,0.2054,0.442,2
5,6,1,0,2,14,22,0.8689,0.5291,1
4,2,0,1,4,1,5,0.3043,0.5481,2
4,3,0,1,4,6,7,0.4909,0.3106,1
4,1,0,1,0,17,30,0.5295,0.8542,1
13,1,0,0,1,12,19,0.3076,0.2077,2
9,1,0,0,4,12,18,0.7384,0.0328,3
10,2,0,0,2,12,26,0.6921,0.7415,1
11,1,0,0,2,3,5,0.7608,0.8423,3
17,1,0,0,2,19,22,0.6059,0.6427,1
20,3,0,1,3,5,17,0.1381,0.4689,1
12,4,0,0,4,15,19,0.4489,0.9752,2
15,2,0,0,4,19,33,0.7165,0.3708,2
17,3,0,0,3,4,16,0.377,0.4059,2
16,1,0,0,2,12,13,0.4373,0.5911,2
3,4,0,1,1,0,6,0.1637,0.4304,2
23,4,0,1,0,12,23,0.6796,0.5553,1
3,6,1,1,3,8,15,0.0231,0.9666,1
9,0,0,0,0,1,4,0.9905,0.2375,3
15,5,1,0,3,13,13,0.1437,0.1486,1
9,2,0,0,2,19,19,0.383,0.4236,1
5,0,0,0,3,1,3,0.2378,0.504,2
22,4,0,1,4,17,20,0.2907,0.7132,1
1,1,0,1,2,16,20,0.3225,0.9552,1
5,1,0,0,2,10,22,0.7183,0.6887,2
23,6,1,1,2,18,25,0.1767,0.9872,1
17,1,0,0,1,6,8,0.2639,0.2463,2
2,3,0,1,0,14,15,0.1012,0.2089,1
18,1,0,0,0,13,14,0.3315,0.3065,2
23,0,0,1,3,11,15,0.2824,0.7871,1
2,0,0,1,4,16,27,0.3801,0.1865,1
9,0,0,0,0,17,17,0.7773,0.1962,2
11,3,0,0,1,15,21,0.4617,0.4117,2
3,3,0,1,3,11,17,0.1349,0.3175,1
4,0,0,1,3,19,21,0.2472,0.6465,1
4,2,0,1,3,11,11,0.008,0.8902,1
4,1,0,1,3,12,15,0.2595,0.1387,1
9,3,0,0,0,3,5,0.4852,0.5468,3
11,6,1,0,1,6,17,0.3511,0.0884,2
5,4,0,0,2,18,31,0.9068,0.2215,2
6,6,1,0,0,9,18,0.3399,0.3091,2
4,1,0,1,1,10,21,0.9777,0.5791,2
19,1,0,0,1,16,27,0.9364,0.5549,2
5,5,1,0,4,6,19,0.2679,0.6431,3
21,2,0,1,1,5,6,0.3406,0.8189,2
12,5,1,0,4,0,14,0.8122,0.1872,3
19,3,0,0,3,4,10,0.1956,0.7434,2
15,1,0,0,3,10,18,0.732,0.667,2
6,5,1,0,4,14,25,0.1292,0.0797,1
14,3,0,0,4,6,13,0.2056,0.3447,2
6,5,1,0,1,8,11,0.5005,0.0277,2
2,3,0,1,2,4,4,0.7459,0.0902,2
6,0,0,0,2,16,18,0.7394,0.2838,1
6,4,0,0,4,10,11,0.6089,0.2431,2
3,0,0,1,0,2,7,0.2721,0.9002,2
0,4,0,1,2,12,23,0.4154,0.8938,1
22,2,0,1,1,6,11,0.2462,0.5779,1
12,5,1,0,1,17,25,0.277,0.735,1
9,6,1,0,3,5,7,0.3232,0.9996,2
22,2,0,1,1,17,25,0.5988,0.4102,1
5,6,1,0,3,13,27,0.2076,0.5224,1
9,0,0,0,4,2,6,0.0426,0.6511,3
20,0,0,1,3,15,22,0.2077,0.9206,1
15,6,1,0,0,14,28,0.0218,0.797,1
9,4,0,0,0,9,18,0.9708,0.0644,3
6,3,0,0,2,3,8,0.3503,0.713,2
0,1,0,1,2,9,10,0.0066,0.2519,1
2,2,0,1,3,12,26,0.2654,0.2549,1
3,4,0,1,2,2,11,0.5998,0.5472,1
18,5,1,0,0,6,6,0.8174,0.6963,3
15,6,1,0,4,14,22,0.435,0.1592,2
10,2,0,0,4,11,25,0.3542,0.3145,2
18,3,0,0,3,19,32,0.6552,0.7161,1
3,1,0,1,3,4,6,0.1218,0.152,1
5,0,0,0,4,15,21,0.5562,0.8497,2
9,3,0,0,2,8,22,0.2778,0.456,1
22,4,0,1,0,4,15,0.3326,0.586,1
14,0,0,0,3,19,27,0.0822,0.0804,1
20,2,0,1,2,12,16,0.7814,0.9545,1
5,4,0,0,3,10,21,0.3489,0.9075,1
20,5,1,1,3,5,13,0.2925,0.1901,1
1,6,1,1,2,17,24,0.2598,0.6631,1
5,2,0,0,1,0,13,0.4751,0.7931,3
12,2,0,0,2,2,7,0.3055,0.122,2
1,6,1,1,3,3,12,0.2082,0.5775,1
20,4,0,1,3,13,13,0.2425,0.8505,1
20,1,0,1,2,2,12,0.487,0.5067,2
12,4,0,0,2,15,23,0.3669,0.9238,1
7,1,0,0,4,3,16,0.7448,0.0478,3
2,3,0,1,1,13,17,0.1915,0.9192,1
14,2,0,0,0,15,28,0.5995,0.9772,2
12,6,1,0,3,17,25,0.7336,0.1559,1
18,0,0,0,4,5,8,0.2693,0.431,2
14,5,1,0,3,1,3,0.6557,0.6208,2
3,1,0,1,2,15,17,0.7352,0.8932,1
2,0,0,1,1,8,12,0.1174,0.1595,1
18,4,0,0,2,18,26,0.3239,0.334,1
3,4,0,1,0,3,16,0.4063,0.7979,2
22,0,0,1,2,11,25,0.776,0.41,1
2,0,0,1,1,2,12,0.5675,0.6049,2
17,0,0,0,1,9,16,0.4496,0.56,2
23,2,0,1,2,0,9,0.3188,0.9732,2
10,0,0,0,4,15,19,0.0041,0.1415,1
1,4,0,1,1,12,15,0.0202,0.9484,1
21,0,0,1,4,1,9,0.2404,0.5642,2
4,5,1,1,2,9,21,0.1167,0.9042,1
12,6,1,0,4,8,8,0.1196,0.1179,2
23,5,1,1,1,13,14,0.6027,0.6415,1
17,6,1,0,4,9,11,0.6055,0.8401,2
1,6,1,1,3,9,12,0.0134,0.7869,1
19,0,0,0,3,16,18,0.5939,0.0099,1
3,2,0,1,2,10,11,0.1458,0.4522,1
17,5,1,0,2,16,16,0.3772,0.1153,1
14,2,0,0,2,17,22,0.9897,0.1528,1
6,5,1,0,4,16,26,0.522,0.7063,2
10,5,1,0,3,19,21,0.0342,0.9566,1
2,6,1,1,0,13,17,0.3477,0.6341,1
23,2,0,1,3,11,25,0.2013,0.1024,1
5,2,0,0,4,10,12,0.2246,0.244,2
7,0,0,0,3,4,18,0.9644,0.3789,2
12,1,0,0,2,16,23,0.4253,0.1254,1
16,1,0,0,1,13,23,0.0211,0.848,2
12,3,0,0,3,17,21,0.5406,0.1945,1
12,2,0,0,3,14,18,0.6762,0.1296,1
13,5,1,0,1,9,14,0.456,0.7257,2
20,5,1,1,2,5,6,0.9282,0.1268,1
9,5,1,0,1,19,23,0.9019,0.4103,1
19,0,0,0,0,14,27,0.139,0.5155,2
18,3,0,0,0,17,17,0.0799,0.0802,1
23,5,1,1,0,11,19,0.3123,0.5558,1
21,1,0,1,2,10,20,0.6081,0.4802,1
19,2,0,0,2,0,2,0.6016,0.6684,3
5,5,1,0,2,1,2,0.2716,0.2191,2
18,5,1,0,4,14,22,0.9511,0.3566,2
17,5,1,0,1,4,7,0.3073,0.6597,3
6,3,0,0,1,1,15,0.8042,0.0356,3
16,2,0,0,1,15,17,0.832,0.1158,2
6,2,0,0,1,12,13,0.0984,0.2836,1
12,4,0,0,2,2,6,0.2326,0.1064,2
19,2,0,0,1,9,13,0.2152,0.0395,1
4,2,0,1,1,9,11,0.9197,0.9874,2
8,1,0,0,3,0,9,0.3511,0.4558,2
19,3,0,0,4,12,17,0.8365,0.5337,2
10,1,0,0,1,7,14,0.478,0.2549,2
23,3,0,1,0,17,20,0.4572,0.0077,1
0,6,1,1,1,2,3,0.9034,0.7507,2
17,5,1,0,2,16,16,0.4409,0.7238,1
19,3,0,0,4,0,0,0.7449,0.9725,3
22,6,1,1,0,15,28,0.4244,0.0211,1
3,6,1,1,0,15,18,0.1019,0.137,1
23,3,0,1,2,8,12,0.0531,0.7121,1
9,5,1,0,4,5,13,0.2082,0.3301,2
8,2,0,0,2,2,3,0.7223,0.0638,3
8,6,1,0,4,6,15,0.3736,0.301,2
15,2,0,0,3,13,20,0.4541,0.0877,1
15,1,0,0,0,14,25,0.1019,0.8376,2
11,0,0,0,2,3,4,0.623,0.8769,3
1,5,1,1,3,0,0,0.241,0.6369,1
23,2,0,1,2,11,22,0.6247,0.3856,1
5,5,1,0,0,11,16,0.9846,0.7688,2
2,0,0,1,0,19,19,0.0163,0.6316,1
14,3,0,0,3,15,23,0.0157,0.792,1
9,2,0,0,2,11,17,0.5,0.5109,2
14,3,0,0,2,11,25,0.2664,0.9583,2
21,1,0,1,1,12,26,0.6865,0.29,1
2,0,0,1,1,9,17,0.7932,0.6042,1
6,2,0,0,3,13,15,0.1024,0.8081,1
12,3,0,0,0,3,14,0.9173,0.8939,3
18,5,1,0,2,16,19,0.0299,0.9467,1
14,3,0,0,1,17,29,0.6884,0.395,2
9,1,0,0,3,8,17,0.3845,0.6993,1
14,1,0,0,3,9,14,0.6674,0.2902,1
23,4,0,1,2,9,23,0.0976,0.6494,1
11,3,0,0,1,16,23,0.9371,0.1842,2
21,6,1,1,1,3,8,0.9374,0.4215,2
18,3,0,0,1,6,8,0.5194,0.9202,3
7,3,0,0,1,12,21,0.5096,0.8109,2
5,0,0,0,3,13,17,0.6348,0.4965,1
18,1,0,0,0,5,7,0.5801,0.1468,3
4,5,1,1,0,2,3,0.5435,0.3986,2
8,2,0,0,2,10,19,0.5892,0.1387,2
5,2,0,0,1,12,25,0.8586,0.0685,2
14,4,0,0,4,15,18,0.6111,0.9065,2
7,0,0,0,3,0,3,0.1958,0.4914,2
15,3,0,0,3,0,9,0.9139,0.0894,3
22,2,0,1,2,7,9,0.216,0.7167,1
19,1,0,0,2,11,12,0.1652,0.0742,2
22,2,0,1,2,0,9,0.9971,0.3962,2
0,3,0,1,0,3,10,0.2134,0.2303,1
10,1,0,0,2,8,8,0.1001,0.1646,2
5,3,0,0,4,5,8,0.562,0.5335,3
22,5,1,1,1,14,16,0.8272,0.7197,1
17,1,0,0,0,0,10,0.0608,0.4872,3
7,6,1,0,2,17,26,0.4901,0.8208,1
13,4,0,0,1,3,14,0.0685,0.9174,3
14,5,1,0,3,8,9,0.4287,0.8072,1
11,0,0,0,4,19,31,0.344,0.9565,2
11,5,1,0,4,13,16,0.1371,0.929,2
1,2,0,1,1,19,33,0.931,0.8325,1
10,4,0,0,4,0,13,0.6349,0.2926,3
8,5,1,0,0,14,20,0.8431,0.1743,2
19,1,0,0,1,1,12,0.9059,0.727,3
20,1,0,1,1,12,22,0.9302,0.8455,2
18,0,0,0,4,6,17,0.7481,0.8231,3
0,4,0,1,3,15,15,0.0921,0.6436,1
20,5,1,1,1,2,3,0.8289,0.8299,2
9,2,0,0,0,17,30,0.5202,0.7072,1
9,1,0,0,3,9,20,0.2717,0.6654,1
22,2,0,1,3,10,19,0.1157,0.0466,1
20,2,0,1,4,11,15,0.3012,0.4605,1
1,6,1,1,2,0,6,0.4662,0.0338,1
8,0,0,0,0,6,11,0.7813,0.0924,3
17,2,0,0,1,14,20,0.4849,0.541,2
12,4,0,0,3,19,28,0.2679,0.0475,1
6,1,0,0,1,19,30,0.0874,0.9132,1
12,6,1,0,0,10,15,0.8558,0.4503,2
20,6,1,1,4,5,17,0.4174,0.7,1
5,2,0,0,2,9,10,0.4419,0.1478,2
17,5,1,0,1,9,21,0.7637,0.8476,3
17,5,1,0,2,7,17,0.8497,0.4781,2
21,4,0,1,3,7,14,0.1533,0.5588,1
7,1,0,0,0,17,22,0.6324,0.6485,2
5,0,0,0,2,7,12,0.2392,0.5399,2
13,2,0,0,1,0,5,0.9351,0.5632,3
12,0,0,0,0,14,28,0.5679,0.7445,2
9,2,0,0,0,13,13,0.7196,0.8065,2
18,4,0,0,2,7,16,0.1142,0.3062,1
19,4,0,0,2,12,26,0.6369,0.922,2
5,1,0,0,2,18,26,0.3689,0.3539,1
19,0,0,0,3,18,27,0.4501,0.2723,1
5,1,0,0,2,15,23,0.6822,0.3114,1
9,3,0,0,2,11,18,0.7963,0.3585,2
0,5,1,1,4,0,9,0.3494,0.3169,2
8,2,0,0,3,10,23,0.8732,0.8438,2
23,2,0,1,4,16,26,0.219,0.5612,1
10,3,0,0,1,16,28,0.5629,0.9676,2
17,0,0,0,3,15,23,0.1513,0.084,1
2,1,0,1,3,19,30,0.0868,0.614,1
15,0,0,0,2,10,23,0.8954,0.096,2
8,3,0,0,0,2,5,0.0116,0.4589,3
17,3,0,0,2,9,21,0.9156,0.3827,2
22,4,0,1,4,6,16,0.3284,0.6808,2
12,4,0,0,3,16,22,0.6958,0.7454,2
2,2,0,1,0,15,26,0.0917,0.2381,1
11,6,1,0,1,8,10,0.6413,0.1937,2
2,6,1,1,2,7,17,0.9095,0.4195,1
10,0,0,0,4,3,11,0.5552,0.242,3
1,6,1,1,2,0,13,0.3621,0.6766,2
15,1,0,0,4,6,15,0.7936,0.5177,3
7,1,0,0,3,4,11,0.7127,0.827,2
4,3,0,1,1,5,12,0.1177,0.9813,2
0,0,0,1,0,19,27,0.6657,0.3781,1
21,2,0,1,4,13,26,0.6647,0.912,1
20,1,0,1,2,11,22,0.7519,0.7772,1
19,3,0,0,4,3,4,0.3163,0.1491,3
1,5,1,1,4,16,23,0.4013,0.8359,1
8,6,1,0,2,12,16,0.96,0.4815,2
23,1,0,1,0,10,12,0.5735,0.7092,1
13,3,0,0,4,9,21,0.5085,0.7026,3
3,3,0,1,2,11,23,0.9868,0.886,1
3,2,0,1,0,16,30,0.2296,0.7612,1
6,4,0,0,2,14,19,0.3979,0.8246,1
23,6,1,1,0,9,15,0.7599,0.3209,1
4,2,0,1,1,13,24,0.7131,0.9731,1
21,0,0,1,1,18,20,0.9667,0.6616,1
16,6,1,0,2,6,6,0.6543,0.7737,2
22,6,1,1,2,18,24,0.3131,0.8589,1
19,2,0,0,4,12,21,0.3977,0.1238,2
7,3,0,0,1,3,9,0.0897,0.3364,3
19,6,1,0,3,19,22,0.9237,0.8359,1
4,3,0,1,4,13,20,0.1287,0.922,1
6,3,0,0,3,7,21,0.5457,0.7561,1
5,6,1,0,1,4,8,0.4014,0.4823,3
3,5,1,1,3,18,24,0.0403,0.2511,1
2,3,0,1,1,16,20,0.293,0.525,1
4,1,0,1,2,0,4,0.6336,0.3973,2
2,3,0,1,3,12,21,0.0094,0.8856,1
9,4,0,0,1,2,7,0.966,0.5673,3
1,1,0,1,0,5,14,0.9091,0.3921,2
1,3,0,1,4,11,11,0.0846,0.4985,1
23,4,0,1,3,4,13,0.2605,0.9336,1
2,0,0,1,0,10,11,0.3286,0.6133,1
1,3,0,1,1,8,13,0.0675,0.229,1
0,5,1,1,1,11,24,0.3061,0.5001,1
3,1,0,1,4,16,21,0.8089,0.4657,1
12,3,0,0,4,3,13,0.6658,0.3104,3
19,4,0,0,3,15,20,0.2386,0.7363,1
17,0,0,0,2,4,17,0.7192,0.2683,2
13,4,0,0,0,0,14,0.7078,0.4925,3
2,1,0,1,1,8,21,0.7429,0.441,2
18,2,0,0,0,6,11,0.5407,0.4669,3
0,4,0,1,3,3,7,0.2457,0.5668,1
15,0,0,0,0,8,17,0.6414,0.6833,2
9,0,0,0,3,17,29,0.1254,0.143,1
21,3,0,1,4,11,18,0.8103,0.2883,1
7,6,1,0,1,14,25,0.3238,0.7728,2
15,0,0,0,3,2,15,0.705,0.9077,2
10,5,1,0,4,1,12,0.6751,0.0447,3
12,0,0,0,2,6,11,0.3359,0.0734,2
22,3,0,1,2,15,18,0.1617,0.9338,1
17,3,0,0,1,17,23,0.695,0.1479,2
9,3,0,0,2,2,10,0.849,0.9793,3
10,0,0,0,4,9,21,0.8382,0.8282,3
16,5,1,0,3,7,11,0.6265,0.1207,1
8,1,0,0,1,14,16,0.2274,0.1025,2
4,5,1,1,2,4,8,0.3162,0.9773,1
11,4,0,0,3,9,17,0.7546,0.2548,1
1,3,0,1,0,16,19,0.4109,0.5387,1
4,2,0,1,3,9,14,0.2197,0.2362,1
10,4,0,0,1,15,18,0.3094,0.6007,1
19,6,1,0,1,12,26,0.0063,0.84,1
18,6,1,0,2,11,18,0.6035,0.6569,2
6,6,1,0,2,5,15,0.6009,0.0466,2
10,1,0,0,4,19,26,0.6276,0.5952,1
3,4,0,1,1,4,4,0.2682,0.661,2
18,2,0,0,1,18,21,0.8111,0.2009,2
5,6,1,0,1,19,31,0.4875,0.7621,1
19,6,1,0,4,10,17,0.7624,0.6269,2
20,6,1,1,4,17,27,0.6111,0.0095,1
16,1,0,0,2,14,25,0.4161,0.9506,1
7,2,0,0,3,14,22,0.6796,0.4456,1
22,4,0,1,4,1,9,0.575,0.2324,2
16,5,1,0,4,2,5,0.5107,0.0862,2
15,2,0,0,3,1,4,0.6486,0.3744,3
20,0,0,1,2,0,2,0.0859,0.3078,1
21,0,0,1,4,16,20,0.9103,0.298,1
1,4,0,1,1,3,12,0.3351,0.7932,2
21,3,0,1,1,0,13,0.2247,0.6459,2
18,3,0,0,3,18,24,0.7718,0.1331,1
4,5,1,1,0,5,14,0.2312,0.7081,1
7,0,0,0,2,16,28,0.9958,0.7235,1
